Voc_(V),Voc_per_cell_(V),Isc_(mA),Jsc_(mA/cm^2),FF_(%),Pmax_(mW),Vmax_(V),Imax_(mA),Apeture_area_(cm^2),MA,FA,I,Br,exposed_time,retained_per,Device_size_type,Transparent_conductive_oxide_type,Electron_transport_layer_type,Sweep_direction,Perovksite_depostion_method,Hole_transport_layer_type,Conductive_electrode_layer,Device_structure,target
-0.32346445505782734,-1.276261975229539,-0.33716975082533424,-0.5239310157035222,-1.2847222471716333,-0.3149033232660927,-0.356826134525829,-0.3543777171572175,-0.32753150509464374,1.0833599310841462,-1.011892121271837,0.12005882211292758,-0.62954825574412,-0.37062831649525596,-0.6127624069116504,0.15702717677706415,-0.811502671200689,1.150045094593872,0.30030045075131484,0.268292682926829,0.45800018609084303,-0.282809086758222,-0.5762971898465729,1
-0.29186203139978345,0.13219453878854712,-0.4006560075275091,-1.2694568424317518,-0.01456940030232602,-0.3228626223257575,-0.3067799284058762,-0.41536706678182583,-0.3370840130011148,1.0833599310841462,-1.011892121271837,-0.1420879637850243,0.13328153568787252,-0.24028859504115135,1.7316261600153848,0.15702717677706415,-0.811502671200689,1.150045094593872,0.30030045075131484,0.268292682926829,-0.3405642409393452,-0.282809086758222,-0.5762971898465729,2
-0.3699642736947126,-3.3486654455599014,-0.4052599727082012,0.08983593351514159,-1.2697792725025834,-0.3260463419496234,-0.40430985065050096,-0.4224919908033922,-0.338850231910905,0.8853583310365143,-1.011892121271837,0.12005882211292758,-0.62954825574412,-0.06966205059214171,-0.5395002641951806,0.15702717677706415,-0.811502671200689,1.150045094593872,0.30030045075131484,-0.5609756097560977,-1.1391286679695334,3.0328836545450697,-0.5762971898465729,1
-0.3072892500494202,-0.5553655937942451,-0.38820107014395266,0.9076368630132583,0.4038338904310924,-0.3206120619019902,-0.3111283962766556,-0.40174421205259087,-0.33694304717263385,-0.7976552693683572,0.6333366876016315,0.02643497000651623,-0.35710904451840836,-0.24028859504115135,1.7316261600153848,0.15702717677706415,-0.811502671200689,1.150045094593872,-1.0610615926546458,0.268292682926829,-0.3405642409393452,-0.282809086758222,-0.5762971898465729,0
-0.2976277595819709,-0.12477237944946624,0.06264827802424018,-0.8397351735772282,-1.1203495258120766,-0.2473865105530742,-0.31695223717502097,0.03150816785081818,-0.26053127602842313,1.0833599310841462,-1.011892121271837,0.12005882211292758,-0.62954825574412,-0.07440167682683642,-0.550489585602651,-1.6226141600296626,-0.811502671200689,-1.5779688507218244,0.9809814724542952,0.268292682926829,-2.7362575220299097,-0.9459476350188804,-2.027712334645349,1
-0.281172059689025,0.6086250953055135,0.10241199834800689,0.01872303226298977,0.20957521973343407,-0.22378307196234412,-0.2880659863191289,0.12179520505210745,-0.2619160579905591,-0.5996536693207252,0.39088191576764686,-0.18577909476801646,0.18776937793301487,-0.6076096282299915,-0.5761313355534154,-1.6226141600296626,-0.811502671200689,1.150045094593872,-0.3803805709516655,0.268292682926829,0.45800018609084303,-0.282809086758222,-0.5762971898465729,2
-0.3041726402212108,-0.4164645569088352,-0.40181911452052604,0.7629770070879918,0.3440619917548889,-0.3230986567116648,-0.3099636280969826,-0.41605105948789617,-0.3387507266202126,-0.8372555893778835,0.6679730835779152,0.06388451084908083,-0.466084729008693,-0.09809980800030998,-0.543163371331004,0.15702717677706415,1.2322818340454909,-0.6686308689499256,-1.0610615926546458,0.268292682926829,0.45800018609084303,-0.282809086758222,0.8751179549522035,2
-0.2839146763378493,0.48639218284635116,-0.38473598056058966,0.5222711650004329,0.5532636371215991,-0.31903118043358786,-0.28674591571549946,-0.39718426067878837,-0.3361470048470946,-0.5996536693207252,0.39088191576764686,-0.16081273420630673,0.18776937793301487,-0.24028859504115135,1.7316261600153848,0.15702717677706415,-0.811502671200689,1.150045094593872,0.30030045075131484,0.268292682926829,0.45800018609084303,-0.282809086758222,-0.5762971898465729,0
-0.3004327084273595,-0.24978331264633954,0.0866373597552146,-0.4643315433481302,0.6130355357978027,-0.2289977851393659,-0.30763409173763645,0.12470217405290654,-0.2601166706505381,-0.5996536693207252,0.46015470772021383,-0.16081273420630673,4.001918335092977,-0.07440167682683642,-0.5761313355534154,-1.6226141600296626,-0.811502671200689,-0.21396187806397624,-0.3803805709516655,0.268292682926829,-2.7362575220299097,-0.9459476350188804,-2.027712334645349,2
-0.2946981463434541,0.005794595222819859,-0.3835728735675727,-0.046827970085245106,0.6608530547387638,-0.31899824540299615,-0.29528754903310195,-0.39581627526664764,-0.33545875991980545,1.0833599310841462,-1.011892121271837,0.12005882211292758,-0.62954825574412,-0.6633002364876545,-0.5944468712325329,0.15702717677706415,-0.811502671200689,-0.21396187806397624,0.9809814724542952,-4.7073170731707314,-0.3405642409393452,-0.282809086758222,0.8751179549522035,2
-0.3026143353071061,-0.3470140384661271,0.031632091543788314,-1.4087797667989004,0.11991737171912877,-0.24392833234094397,-0.3200582856541492,0.056587900406731846,-0.2602825128016921,1.0833599310841462,-1.011892121271837,0.12005882211292758,-0.62954825574412,-0.07440167682683642,-0.550489585602651,-1.6226141600296626,-0.811502671200689,-1.5779688507218244,0.30030045075131484,0.268292682926829,-2.7362575220299097,-0.9459476350188804,-2.027712334645349,2
-0.27281954534942365,0.9808798741584192,-0.41953226476834654,-0.3692341331586667,0.7624652824883094,-0.3257444375025327,-0.26962382347430536,-0.4348893586009177,-0.34080716929452237,-0.6194538293254884,0.39088191576764686,-0.16081273420630673,0.18776937793301487,-0.37062831649525596,-0.5761313355534154,0.15702717677706415,1.2322818340454909,-0.21396187806397624,0.9809814724542952,0.268292682926829,0.45800018609084303,-0.282809086758222,0.8751179549522035,0
-0.26499685468061784,1.3295214767408072,0.1318289127130605,-0.4497714048033873,0.20957521973343407,-0.21289804435178183,-0.27832075921586424,0.1644877497893332,-0.25306008711893496,-0.6194538293254884,0.39088191576764686,-0.16081273420630673,0.18776937793301487,-0.37062831649525596,-0.5761313355534154,-1.6226141600296626,1.2322818340454909,-0.21396187806397624,0.9809814724542952,0.268292682926829,0.45800018609084303,-0.282809086758222,0.8751179549522035,2
